"name_with_owner","author","message","is_core"
"archesproject/arches","jacobtylerwalls","Undo short-circuiting in get_db_prep_save()

Refs https://github.com/django/django/pull/16297",0
"weaviate/weaviate","aliszka","updates client version, adjusts tests",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1126-folder-level-rbac-private-network",0
"PhantomBot/PhantomBot","Sartharon","Reorder logic",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1353-update-redirects-file",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Changed last updated date, and H2 title change",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into TW-947-Publishing-APIs-to-the-API-Network",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Reorganize Partner Workspace roles content",0
"weaviate/weaviate","aliszka","adds nested property name validation",0
"weaviate/weaviate","aliszka","fixes internal timestamps filtering by valueDate",0
"netbox-community/netbox","x64x6a","Fixes #12355: Exclude additional characters from url encode",0
"postmanlabs/postman-docs","akinard-postman","Update Manage Public Elements around updates",0
"PhantomBot/PhantomBot","Sartharon","Update deps",0
"weaviate/weaviate","xysun","add gpt-3.5-turbo-instruct to available qna-openai models

text-davinci-003 will be deprecated in Jan 2024, and the recommended replacement is gpt-3.5-turbo-instruct.",0
"weaviate/weaviate","donomii",".",0
"netbox-community/netbox","jeremystretch","Fixes #13706: Restore extra filters dropdown on device interfaces list",1
"netbox-community/netbox","jeremystretch","Closes #12292: Replace SelectSpeedWidget and SelectDurationWidget with NumberWithOptions",1
"archesproject/arches","chiatt","Merge pull request #9809 from archesproject/8469_update_branch_excel

Add support for xlsx file, #8469",1
"postmanlabs/postman-docs","oswish","[MARKENG-2381][c] update pmt SDK & simplify dependency on infra",0
"archesproject/arches","chiatt","Add instructions for updating a project",1
"netbox-community/netbox","arthanson","12468 disallow double underscores in custom field names (#12523)

* 12468 disallow double underscores in custom field names

* 12468 disallow double underscores in custom field names

* 12468 review changes

* 12468 correct migration

* 12468 use inverse match

* 12468 use inverse match

* Add test for invalid custom field names

---------

Co-authored-by: jeremystretch <jstretch@netboxlabs.com>",0
"postmanlabs/postman-docs","nerminamiller-postman","Update src/pages/docs/developer/resources-intro.md

Co-authored-by: Mark Anthony <87772944+mark-anthony-postman@users.noreply.github.com>",0
"lvgl/lvgl","kisvegabor","fix(refr): fix area size in partial mode (again)",1
"lvgl/lvgl","kisvegabor","fix(draw): use lv_draw_buf_malloc in lv_draw_sw_img",1
"postmanlabs/postman-docs","mark-anthony-postman","Update date",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1015-performance-testing",1
"postmanlabs/postman-docs","mark-anthony-postman","Update adding comments to a collection",1
"postmanlabs/postman-docs","mark-anthony-postman","Refresh OpenAPI integration page",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1008-restructure-remote-git",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1403-proxy-filter-options",1
"weaviate/weaviate","aliszka","improves filtered flat search stop condition",0
"weaviate/weaviate","aliszka","Merge branch 'master' into binary_quantisation_brute_force",0
"PhantomBot/PhantomBot","gmt2001","Fix unable to delete dashboard/manage users to change access level
Change permission Datatable page length to 6",1
"PhantomBot/PhantomBot","Sartharon","Fix semicolon",0
"archesproject/arches","njkim","Remove unnecessary block, #9951",1
"archesproject/arches","njkim","Add temp_file view, #9749",1
"archesproject/arches","chiatt","Merge pull request #10146 from archesproject/update_75_with_74

Updates 7.5.x with latest bug fixes in 7.4.x",1
"netbox-community/netbox","jeremystretch","Closes #11541: Support for limiting tag assignments by object type (#12982)

* Initial work on #11541

* Merge migrations

* Limit tags by object type during assignment

* Add tests for object type validation

* Fix form field parameters",1
"archesproject/arches","apeters","nit",1
"netbox-community/netbox","jeremystretch","Merge pull request #13589 from netbox-community/develop

Release v3.5.9",1
"weaviate/weaviate","JoanFM","feat: register module",0
"awsdocs/aws-doc-sdk-examples","ford-at-aws","Testing - Update Weathertop with new data ingestion pipeline (#5384)

* updated config

* Error

* Error

* Adding new data stack for streaming log data cross-account

* CDK updates

* Data stack fully operational

* fully working data streams

* Adding log processing feature in Consumer Stack

* Both stacks fully operational

* working versions of everything

* Reformatting with black

* isort

* isort

* removing hardcoded ARN's

* updates for weathertop working, tweaks

* updated diagrams

* Delete test/sqs_lambda_to_batch_fargate/test.txt

* changes for David

* changes for David

* changes for David

* changes for David

* updates

* updates

* status into variable

* status into variable

* changes

* changes

* changes

* updates to text",0
"PhantomBot/PhantomBot","gmt2001","Update bash argparse",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Commented out alternate installation instructions",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Reverted Microsoft Teams change until we verify",0
"xamarin/xamarin-macios","rolfbjarne","[dotnet] Make 'Full' the default link mode for NativeAOT. (#18734)

Make 'Full' the default link mode for all platforms for NativeAOT because:

* It will achieve the best app size.
* NativeAOT is not a drop-in replacement that's guaranteed to work - there are
  already known features NativeAOT don't support (and may never support), so
  this may be an opportunity for app developers (and component vendors) to
  make their products trimmer safe.
* NativeAOT will be in preview in .NET 8, so we can change our mind later if
  it turns out to cause too many problems.
* In some cases NativeAOT might require trimming, because we may
  optimize/rewrite assemblies to be NativeAOT-compatible to support existing
  libraries.

This requires #18666 to be merged first, so that ests aren't linked away.",1
"xamarin/xamarin-macios","rolfbjarne","[net8.0] Revert ""[tests] Find a workaround for #xamarin/maccore@2668."" (#18943)

This reverts commit bc272a944601d469f3944f7cf70f538723881e69.

This workaround is no longer necessary.

Fixes https://github.com/xamarin/xamarin-macios/issues/18164.",1
"xamarin/xamarin-macios","rolfbjarne","[net8.0] [msbuild] Show an error for a remote build if [Intermediate]OutputPath is an absolute path. (#18900)

This is way better than some obscure build error.

References:

* https://github.com/xamarin/xamarin-macios/issues/18510
* https://dev.azure.com/devdiv/DevDiv/_workitems/edit/1847166",1
"postmanlabs/postman-docs","mark-anthony-postman","Update src/pages/docs/collaborating-in-postman/working-with-your-team/discussing-your-work.md

Co-authored-by: Pete Witcher <107959588+petewitcher-postman@users.noreply.github.com>",1
"postmanlabs/postman-docs","jkonrath-postman","Merge pull request #5112 from postmanlabs/TW-1367-maintenance-review

[TW-1367] Maintenance review cycle 9/23 16-20",1
"weaviate/weaviate","antas-marcin","Add class settings",1
"netbox-community/netbox","jeremystretch","#8248: Add bookmarks widget to default dashboard",1
"PhantomBot/PhantomBot","gmt2001","Update StreamElements to use ExecutorService
Remove need to restart
Remove stupid startup dependacy",1
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3212 from gmt2001/patch-639

Patch 639",1
"PhantomBot/PhantomBot","gmt2001","Change to overload of setString
Remove redundant key exists check
Add JavaDoc info on variables",1
"archesproject/arches","njkim","Combine Case operations, #9465",1
"archesproject/arches","njkim","Handle status isn't available, #10040",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1225-split-import-export",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1111-on-prem-communication",1
"postmanlabs/postman-docs","mark-anthony-postman","Add review feedback",1
"weaviate/weaviate","asdine","call AddBatch from Add",0
"PhantomBot/PhantomBot","gmt2001","Fix error on no zips",1
"PhantomBot/PhantomBot","BrandenB","- Fix for finding all occurences",1
"pingcap/docs","ekexium","add slow logs in troubleshoot-stale-read.md (#15174)",0
"postmanlabs/postman-docs","mark-anthony-postman","Add more download links",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1155-refresh-mocking-with-examples",0
"postmanlabs/postman-docs","mark-anthony-postman","Update Postman Agent",1
"netbox-community/netbox","jeremystretch","Update changelog",1
"postmanlabs/postman-docs","brandonmcastillo","Update mobile spacing for search dropdown menu",1
"postmanlabs/postman-docs","DanielKimmelmann1","Adding debugging section and removing old files",0
"PhantomBot/PhantomBot","therentabrain","spelling fix",0
"xamarin/xamarin-macios","rolfbjarne","Adjust path to Xcode to match the provisionator.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Updates to editing an element name in breadcrumbs",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Add missing icon",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1119-vs-code-collections-and-environments",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Managing environments screenshots",0
"PhantomBot/PhantomBot","gmt2001","Merge pull request #3254 from Sartharon/deps

MySQL support new cached_sha2_password & Fix encoding issues",1
"PhantomBot/PhantomBot","gmt2001","Fix doc consistency",1
"PhantomBot/PhantomBot","gmt2001","Updated GitHub Pages",1
"weaviate/weaviate","antas-marcin","Merge pull request #3574 from xysun/patch-1

Add gpt-3.5-turbo-instruct to available qna-openai models",1
"weaviate/weaviate","antas-marcin","Merge pull request #3051 from gmanninglive/2576/custom_huggingface_origin_path

Refactor Huggingface module url",1
"lvgl/lvgl","onecoolx","feat(draw): add implements vector graphic APIs (#4528) (#4691)

Signed-off-by: zhangjipeng <zhangjipeng@xiaomi.com>
Co-authored-by: zhangjipeng <zhangjipeng@xiaomi.com>
Co-authored-by: Gabor Kiss-Vamosi <kisvegabor@gmail.com>",0
"lvgl/lvgl","kisvegabor","demos(render): start render demo",1
"netbox-community/netbox","DanSheps","Update missing changelog",1
"weaviate/weaviate","redouan-rhazouani","Merge pull request #3271 from weaviate/bugfix/vector-search-consistency-level

Fix: support consistency level checks in near vector search",0
"weaviate/weaviate","etiennedi","build new image (from correct base branch)",1
"archesproject/arches","ryan86","Add migration for tile excel importer, re #9886",1
"nextcloud/polls","dartcafe","annotation to typed property

Signed-off-by: dartcafe <github@dartcafe.de>",1
"weaviate/weaviate","antas-marcin","Merge remote-tracking branch 'origin/stable/v1.19'",1
"weaviate/weaviate","antas-marcin","Merge remote-tracking branch 'origin/stable/v1.19'",1
"PhantomBot/PhantomBot","gmt2001","Use default implementation/override pattern",1
"PhantomBot/PhantomBot","gmt2001","Add string output of timestamps",1
"PhantomBot/PhantomBot","gmt2001","Change update to not copy default permissions",1
"postmanlabs/postman-docs","mark-anthony-postman","Merge branch 'develop' into tw-1245-run-folders",1
"postmanlabs/postman-docs","mark-anthony-postman","Add Malvika's feedback",1
"postmanlabs/postman-docs","mark-anthony-postman","Update src/pages/docs/sending-requests/capturing-request-data/capture-with-proxy.md

Co-authored-by: MatthewPinsker <108359042+MatthewPinsker-postman@users.noreply.github.com>",1
"weaviate/weaviate","tsmith023","Merge pull request #3653 from weaviate/fix/multi2vec-clip-with-txt-array

add support for vectorizing `text[]` props in `multi2vec-clip`",0
"netbox-community/netbox","arthanson","11607 make CableSerializer WritableNestedSerializer for to_internal value instantiation",0
"weaviate/weaviate","dirkkul","Fix linter issues",0
"weaviate/weaviate","dirkkul","Change hybrid default",0
"postmanlabs/postman-docs","petewitcher-postman","Added line chart tutorial",0
"archesproject/arches","chrabyrd","updates arches-admin to use  language #9304",1
"postmanlabs/postman-docs","DanielKimmelmann1","Update src/pages/docs/postman-flows/reference/blocks-list.md

Co-authored-by: Pete Witcher <107959588+petewitcher-postman@users.noreply.github.com>",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Note how to get your Postman team ID, update date",0
"xamarin/xamarin-macios","rolfbjarne","[src] Exclude more code from .NET to fix compiler warning. (#19036)

Fixes this:

    ObjCRuntime/Dlfcn.cs(102,20): warning CS0649: Field 'Dlfcn.Dl_info.dli_fbase' is never assigned to, and will always have its default value
    ObjCRuntime/Dlfcn.cs(103,20): warning CS0649: Field 'Dlfcn.Dl_info.dli_sname' is never assigned to, and will always have its default value
    ObjCRuntime/Dlfcn.cs(104,20): warning CS0649: Field 'Dlfcn.Dl_info.dli_saddr' is never assigned to, and will always have its default value
    ObjCRuntime/Dlfcn.cs(101,20): warning CS0649: Field 'Dlfcn.Dl_info.dli_fname' is never assigned to, and will always have its default value

The warning is new, after we removed the referencing code from .NET in a recent commit.",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Added azure ad search keyword in frontmatter",0
"xamarin/xamarin-macios","rolfbjarne","Fix bash syntax. (#18764)",1
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-1335-collection-permissions-partner-workspaces",0
"postmanlabs/postman-docs","MatthewPinsker-postman","Merge branch 'develop' into tw-964-breadcrumb-redesign",0
"xamarin/xamarin-macios","rolfbjarne","[msbuild/generator] Compile api definitions in MSBuild logic instead of inside the generator. (#18398#pullrequestreview-1498787955)

This has a few advantages:

* A step towards simplifying the generator.
* A step towards being able to build binding projects on Windows, since it's easier
  to build C# code in MSBuild using the Csc task rather than figuring out how to
  call csc as an external program (which we've already done on macOS, but having
  a single solution that works on all platforms is preferrable).

Note that this is only implemented for .NET, doing this for legacy Xamarin required a lot more work.",1
